ensembl_gene_id,go_id,description,name_1006,namespace_1003
LOC725926,GO:0052689,"collagen alpha-1(IV) chain, transcript variant X1",carboxylic ester hydrolase activity,molecular_function
LOC552800,GO:0016020,"metal transporter CNNM4, transcript variant X1",membrane,cellular_component
LOC552800,GO:0016021,"metal transporter CNNM4, transcript variant X1",integral component of membrane,cellular_component
LOC411541,GO:0008887,glycerate kinase,glycerate kinase activity,molecular_function
LOC411541,GO:0016310,glycerate kinase,phosphorylation,biological_process
LOC409491,GO:0005515,"transmembrane protein 183B, transcript variant X1",protein binding,molecular_function
LOC409491,GO:0016020,"transmembrane protein 183B, transcript variant X1",membrane,cellular_component
LOC409491,GO:0016021,"transmembrane protein 183B, transcript variant X1",integral component of membrane,cellular_component
GeneID_552304,GO:0016740,glutathione S-transferase S1,transferase activity,molecular_function
GeneID_552304,GO:0005515,glutathione S-transferase S1,protein binding,molecular_function
GeneID_552304,GO:0006749,glutathione S-transferase S1,glutathione metabolic process,biological_process
LOC113219304,GO:0016020,uncharacterized LOC113219304,membrane,cellular_component
LOC113219304,GO:0016021,uncharacterized LOC113219304,integral component of membrane,cellular_component
LOC409642,GO:0016021,"uncharacterized LOC409642, transcript variant X1",integral component of membrane,cellular_component
LOC409642,GO:0006629,"uncharacterized LOC409642, transcript variant X1",lipid metabolic process,biological_process
LOC409642,GO:0016627,"uncharacterized LOC409642, transcript variant X1","oxidoreductase activity, acting on the CH-CH group of donors",molecular_function
LOC409642,GO:0016020,"uncharacterized LOC409642, transcript variant X1",membrane,cellular_component
LOC409642,GO:0055114,"uncharacterized LOC409642, transcript variant X1",oxidation-reduction process,biological_process
LOC411187,GO:0005737,L-lactate dehydrogenase,cytoplasm,cellular_component
LOC411187,GO:0003824,L-lactate dehydrogenase,catalytic activity,molecular_function
LOC411187,GO:0016491,L-lactate dehydrogenase,oxidoreductase activity,molecular_function
LOC411187,GO:0005975,L-lactate dehydrogenase,carbohydrate metabolic process,biological_process
LOC411187,GO:0055114,L-lactate dehydrogenase,oxidation-reduction process,biological_process
LOC411187,GO:0016616,L-lactate dehydrogenase,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function
LOC411187,GO:0019752,L-lactate dehydrogenase,carboxylic acid metabolic process,biological_process
LOC411187,GO:0004459,L-lactate dehydrogenase,L-lactate dehydrogenase activity,molecular_function
LOC409614,GO:0005509,group XIIA secretory phospholipase A2,calcium ion binding,molecular_function
LOC409614,GO:0005576,group XIIA secretory phospholipase A2,extracellular region,cellular_component
LOC409614,GO:0006644,group XIIA secretory phospholipase A2,phospholipid metabolic process,biological_process
LOC409614,GO:0016042,group XIIA secretory phospholipase A2,lipid catabolic process,biological_process
LOC409614,GO:0004623,group XIIA secretory phospholipase A2,phospholipase A2 activity,molecular_function
LOC409614,GO:0050482,group XIIA secretory phospholipase A2,arachidonic acid secretion,biological_process
LOC107965480,GO:0005634,homeobox protein engrailed-2-B,nucleus,cellular_component
LOC107965480,GO:0003677,homeobox protein engrailed-2-B,DNA binding,molecular_function
LOC107965480,GO:0006355,homeobox protein engrailed-2-B,"regulation of transcription, DNA-templated",biological_process
LOC107965480,GO:0043565,homeobox protein engrailed-2-B,sequence-specific DNA binding,molecular_function
LOC107965480,GO:0000981,homeobox protein engrailed-2-B,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
LOC107965480,GO:0006357,homeobox protein engrailed-2-B,regulation of transcription by RNA polymerase II,biological_process
LOC411264,GO:0006355,"aryl hydrocarbon receptor protein 1, transcript variant X1","regulation of transcription, DNA-templated",biological_process
LOC411264,GO:0046983,"aryl hydrocarbon receptor protein 1, transcript variant X1",protein dimerization activity,molecular_function
LOC411264,GO:0009410,"aryl hydrocarbon receptor protein 1, transcript variant X1",response to xenobiotic stimulus,biological_process
LOC411264,GO:0006805,"aryl hydrocarbon receptor protein 1, transcript variant X1",xenobiotic metabolic process,biological_process
LOC411264,GO:0005515,"aryl hydrocarbon receptor protein 1, transcript variant X1",protein binding,molecular_function
LOC411264,GO:0005634,"aryl hydrocarbon receptor protein 1, transcript variant X1",nucleus,cellular_component
LOC411264,GO:0003700,"aryl hydrocarbon receptor protein 1, transcript variant X1",DNA-binding transcription factor activity,molecular_function
LOC411264,GO:0048511,"aryl hydrocarbon receptor protein 1, transcript variant X1",rhythmic process,biological_process
LOC411264,GO:0034751,"aryl hydrocarbon receptor protein 1, transcript variant X1",aryl hydrocarbon receptor complex,cellular_component
LOC113219414,GO:0008270,probable galactose-1-phosphate uridylyltransferase,zinc ion binding,molecular_function
LOC113219414,GO:0006012,probable galactose-1-phosphate uridylyltransferase,galactose metabolic process,biological_process
LOC113219414,GO:0033499,probable galactose-1-phosphate uridylyltransferase,galactose catabolic process via UDP-galactose,biological_process
LOC113219414,GO:0008108,probable galactose-1-phosphate uridylyltransferase,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,molecular_function
LOC408578,GO:0005515,armadillo repeat-containing protein 6 homolog,protein binding,molecular_function
LOC724494,GO:0055114,"methionine-R-sulfoxide reductase B1, transcript variant X5",oxidation-reduction process,biological_process
LOC724494,GO:0016671,"methionine-R-sulfoxide reductase B1, transcript variant X5","oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",molecular_function
LOC724494,GO:0006979,"methionine-R-sulfoxide reductase B1, transcript variant X5",response to oxidative stress,biological_process
LOC724494,GO:0030091,"methionine-R-sulfoxide reductase B1, transcript variant X5",protein repair,biological_process
LOC724494,GO:0033743,"methionine-R-sulfoxide reductase B1, transcript variant X5",peptide-methionine (R)-S-oxide reductase activity,molecular_function
LOC724494,GO:0046872,"methionine-R-sulfoxide reductase B1, transcript variant X5",metal ion binding,molecular_function
LOC724494,GO:0016491,"methionine-R-sulfoxide reductase B1, transcript variant X5",oxidoreductase activity,molecular_function
LOC412735,GO:0008299,decaprenyl-diphosphate synthase subunit 1,isoprenoid biosynthetic process,biological_process
LOC408903,GO:0016020,"uncharacterized LOC408903, transcript variant X3",membrane,cellular_component
LOC408903,GO:0016021,"uncharacterized LOC408903, transcript variant X3",integral component of membrane,cellular_component
LOC410838,GO:0005524,"ubiquitin-conjugating enzyme E2 R2, transcript variant X2",ATP binding,molecular_function
LOC410838,GO:0016740,"ubiquitin-conjugating enzyme E2 R2, transcript variant X2",transferase activity,molecular_function
LOC410838,GO:0000166,"ubiquitin-conjugating enzyme E2 R2, transcript variant X2",nucleotide binding,molecular_function
LOC414015,GO:0008154,"abl interactor 2, transcript variant X6",actin polymerization or depolymerization,biological_process
LOC414015,GO:0005515,"abl interactor 2, transcript variant X6",protein binding,molecular_function
LOC413047,GO:0016020,venom carboxylesterase-6-like,membrane,cellular_component
LOC413047,GO:0016021,venom carboxylesterase-6-like,integral component of membrane,cellular_component
LOC409438,GO:0015031,tumor susceptibility gene 101 protein,protein transport,biological_process
LOC409438,GO:0006464,tumor susceptibility gene 101 protein,cellular protein modification process,biological_process
LOC409438,GO:0005768,tumor susceptibility gene 101 protein,endosome,cellular_component
LOC724778,GO:0003677,"LIM/homeobox protein LMX-1.2, transcript variant X2",DNA binding,molecular_function
LOC724778,GO:0006355,"LIM/homeobox protein LMX-1.2, transcript variant X2","regulation of transcription, DNA-templated",biological_process
LOC724778,GO:0000981,"LIM/homeobox protein LMX-1.2, transcript variant X2","DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
LOC724778,GO:0046872,"LIM/homeobox protein LMX-1.2, transcript variant X2",metal ion binding,molecular_function
LOC724778,GO:0005634,"LIM/homeobox protein LMX-1.2, transcript variant X2",nucleus,cellular_component
LOC724778,GO:0006357,"LIM/homeobox protein LMX-1.2, transcript variant X2",regulation of transcription by RNA polymerase II,biological_process
LOC551442,GO:0005524,iron-sulfur protein NUBPL,ATP binding,molecular_function
LOC551442,GO:0000166,iron-sulfur protein NUBPL,nucleotide binding,molecular_function
LOC551442,GO:0051539,iron-sulfur protein NUBPL,"4 iron, 4 sulfur cluster binding",molecular_function
LOC413209,GO:0005829,"dnaJ homolog subfamily C member 2, transcript variant X2",cytosol,cellular_component
LOC552330,GO:0016021,"sodium/hydrogen exchanger 7, transcript variant X2",integral component of membrane,cellular_component
LOC552330,GO:0055085,"sodium/hydrogen exchanger 7, transcript variant X2",transmembrane transport,biological_process
LOC552330,GO:0006812,"sodium/hydrogen exchanger 7, transcript variant X2",cation transport,biological_process
LOC552330,GO:0006814,"sodium/hydrogen exchanger 7, transcript variant X2",sodium ion transport,biological_process
LOC552330,GO:0006885,"sodium/hydrogen exchanger 7, transcript variant X2",regulation of pH,biological_process
LOC552330,GO:0015385,"sodium/hydrogen exchanger 7, transcript variant X2",sodium:proton antiporter activity,molecular_function
LOC552330,GO:0015299,"sodium/hydrogen exchanger 7, transcript variant X2",solute:proton antiporter activity,molecular_function
LOC552330,GO:0016020,"sodium/hydrogen exchanger 7, transcript variant X2",membrane,cellular_component
LOC552330,GO:0006811,"sodium/hydrogen exchanger 7, transcript variant X2",ion transport,biological_process
LOC552330,GO:1902600,"sodium/hydrogen exchanger 7, transcript variant X2",proton transmembrane transport,biological_process
LOC552330,GO:0015297,"sodium/hydrogen exchanger 7, transcript variant X2",antiporter activity,molecular_function
LOC552330,GO:0035725,"sodium/hydrogen exchanger 7, transcript variant X2",sodium ion transmembrane transport,biological_process
LOC552330,GO:0005768,"sodium/hydrogen exchanger 7, transcript variant X2",endosome,cellular_component
LOC552330,GO:0010008,"sodium/hydrogen exchanger 7, transcript variant X2",endosome membrane,cellular_component
LOC100577285,GO:0071816,tail-anchored protein insertion receptor WRB,tail-anchored membrane protein insertion into ER membrane,biological_process
LOC100577285,GO:0016020,tail-anchored protein insertion receptor WRB,membrane,cellular_component
LOC100577285,GO:0016021,tail-anchored protein insertion receptor WRB,integral component of membrane,cellular_component
LOC411467,GO:0005515,"RNA polymerase II-associated protein 3, transcript variant X2",protein binding,molecular_function
LOC409736,GO:0016620,"methylmalonate-semialdehyde dehydrogenase [acylating]-like protein, transcript variant X4","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",molecular_function
LOC409736,GO:0016491,"methylmalonate-semialdehyde dehydrogenase [acylating]-like protein, transcript variant X4",oxidoreductase activity,molecular_function
LOC409736,GO:0055114,"methylmalonate-semialdehyde dehydrogenase [acylating]-like protein, transcript variant X4",oxidation-reduction process,biological_process
LOC409736,GO:0004491,"methylmalonate-semialdehyde dehydrogenase [acylating]-like protein, transcript variant X4",methylmalonate-semialdehyde dehydrogenase (acylating) activity,molecular_function
LOC409736,GO:0018478,"methylmalonate-semialdehyde dehydrogenase [acylating]-like protein, transcript variant X4",malonate-semialdehyde dehydrogenase (acetylating) activity,molecular_function
LOC725641,GO:0003723,U6 snRNA-associated Sm-like protein LSm5,RNA binding,molecular_function
LOC725641,GO:0005681,U6 snRNA-associated Sm-like protein LSm5,spliceosomal complex,cellular_component
LOC725641,GO:0006397,U6 snRNA-associated Sm-like protein LSm5,mRNA processing,biological_process
LOC725641,GO:0008380,U6 snRNA-associated Sm-like protein LSm5,RNA splicing,biological_process
LOC725641,GO:0005634,U6 snRNA-associated Sm-like protein LSm5,nucleus,cellular_component
LOC410380,GO:0008237,"neprilysin-2, transcript variant X2",metallopeptidase activity,molecular_function
LOC410380,GO:0004222,"neprilysin-2, transcript variant X2",metalloendopeptidase activity,molecular_function
LOC410380,GO:0006508,"neprilysin-2, transcript variant X2",proteolysis,biological_process
LOC410380,GO:0046872,"neprilysin-2, transcript variant X2",metal ion binding,molecular_function
LOC410380,GO:0005886,"neprilysin-2, transcript variant X2",plasma membrane,cellular_component
LOC410380,GO:0016787,"neprilysin-2, transcript variant X2",hydrolase activity,molecular_function
LOC410380,GO:0008233,"neprilysin-2, transcript variant X2",peptidase activity,molecular_function
LOC408734,GO:0005743,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1",mitochondrial inner membrane,cellular_component
LOC408734,GO:0016491,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1",oxidoreductase activity,molecular_function
LOC408734,GO:0055114,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1",oxidation-reduction process,biological_process
LOC408734,GO:0050660,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1",flavin adenine dinucleotide binding,molecular_function
LOC408734,GO:0006099,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1",tricarboxylic acid cycle,biological_process
LOC408734,GO:0016627,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1","oxidoreductase activity, acting on the CH-CH group of donors",molecular_function
LOC408734,GO:0008177,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1",succinate dehydrogenase (ubiquinone) activity,molecular_function
LOC408734,GO:0022900,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1",electron transport chain,biological_process
LOC408734,GO:0016020,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial, transcript variant X1",membrane,cellular_component
LOC411014,GO:0003824,"malate dehydrogenase, cytoplasmic",catalytic activity,molecular_function
LOC411014,GO:0016491,"malate dehydrogenase, cytoplasmic",oxidoreductase activity,molecular_function
LOC411014,GO:0005975,"malate dehydrogenase, cytoplasmic",carbohydrate metabolic process,biological_process
LOC411014,GO:0055114,"malate dehydrogenase, cytoplasmic",oxidation-reduction process,biological_process
LOC411014,GO:0016616,"malate dehydrogenase, cytoplasmic","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function
LOC411014,GO:0006099,"malate dehydrogenase, cytoplasmic",tricarboxylic acid cycle,biological_process
LOC411014,GO:0019752,"malate dehydrogenase, cytoplasmic",carboxylic acid metabolic process,biological_process
LOC411014,GO:0016615,"malate dehydrogenase, cytoplasmic",malate dehydrogenase activity,molecular_function
LOC411014,GO:0006108,"malate dehydrogenase, cytoplasmic",malate metabolic process,biological_process
LOC411014,GO:0030060,"malate dehydrogenase, cytoplasmic",L-malate dehydrogenase activity,molecular_function
LOC552623,GO:0016192,vacuolar fusion protein CCZ1 homolog,vesicle-mediated transport,biological_process
LOC552623,GO:0035658,vacuolar fusion protein CCZ1 homolog,Mon1-Ccz1 complex,cellular_component
LOC550808,GO:0005515,WD repeat-containing protein 75,protein binding,molecular_function
LOC412927,GO:0016021,"uncharacterized LOC412927, transcript variant X3",integral component of membrane,cellular_component
LOC412927,GO:0016020,"uncharacterized LOC412927, transcript variant X3",membrane,cellular_component
LOC410782,GO:0003779,"huntingtin-interacting protein 1, transcript variant X2",actin binding,molecular_function
LOC410782,GO:0030276,"huntingtin-interacting protein 1, transcript variant X2",clathrin binding,molecular_function
LOC410782,GO:0006897,"huntingtin-interacting protein 1, transcript variant X2",endocytosis,biological_process
LOC410782,GO:0005543,"huntingtin-interacting protein 1, transcript variant X2",phospholipid binding,molecular_function
LOC410782,GO:0005737,"huntingtin-interacting protein 1, transcript variant X2",cytoplasm,cellular_component
LOC100578339,GO:0007076,"condensin-2 complex subunit D3, transcript variant X3",mitotic chromosome condensation,biological_process
LOC411739,GO:0005246,"stromal interaction molecule homolog, transcript variant X2",calcium channel regulator activity,molecular_function
LOC411739,GO:0005515,"stromal interaction molecule homolog, transcript variant X2",protein binding,molecular_function
LOC411739,GO:0016020,"stromal interaction molecule homolog, transcript variant X2",membrane,cellular_component
LOC411739,GO:0016021,"stromal interaction molecule homolog, transcript variant X2",integral component of membrane,cellular_component
LOC411739,GO:0046872,"stromal interaction molecule homolog, transcript variant X2",metal ion binding,molecular_function
LOC411739,GO:0006811,"stromal interaction molecule homolog, transcript variant X2",ion transport,biological_process
LOC411739,GO:0006816,"stromal interaction molecule homolog, transcript variant X2",calcium ion transport,biological_process
LOC413557,GO:0016020,"syndecan, transcript variant X1",membrane,cellular_component
LOC413557,GO:0007411,"syndecan, transcript variant X1",axon guidance,biological_process
LOC413557,GO:0016021,"syndecan, transcript variant X1",integral component of membrane,cellular_component
LOC100577530,GO:0005515,"uncharacterized LOC100577530, transcript variant X1",protein binding,molecular_function
LOC102655411,GO:0016787,nucleoside diphosphate-linked moiety X motif 8,hydrolase activity,molecular_function
LOC408685,GO:0015630,"MAP7 domain-containing protein 1, transcript variant X35",microtubule cytoskeleton,cellular_component
LOC408685,GO:0000226,"MAP7 domain-containing protein 1, transcript variant X35",microtubule cytoskeleton organization,biological_process
LOC726095,GO:0016021,galactoside 2-alpha-L-fucosyltransferase 2,integral component of membrane,cellular_component
LOC726095,GO:0006486,galactoside 2-alpha-L-fucosyltransferase 2,protein glycosylation,biological_process
LOC726095,GO:0005975,galactoside 2-alpha-L-fucosyltransferase 2,carbohydrate metabolic process,biological_process
LOC726095,GO:0016020,galactoside 2-alpha-L-fucosyltransferase 2,membrane,cellular_component
LOC726095,GO:0032580,galactoside 2-alpha-L-fucosyltransferase 2,Golgi cisterna membrane,cellular_component
LOC726095,GO:0008107,galactoside 2-alpha-L-fucosyltransferase 2,galactoside 2-alpha-L-fucosyltransferase activity,molecular_function
LOC726095,GO:0016740,galactoside 2-alpha-L-fucosyltransferase 2,transferase activity,molecular_function
LOC726095,GO:0016757,galactoside 2-alpha-L-fucosyltransferase 2,"transferase activity, transferring glycosyl groups",molecular_function
LOC726095,GO:0005794,galactoside 2-alpha-L-fucosyltransferase 2,Golgi apparatus,cellular_component
LOC726095,GO:0036065,galactoside 2-alpha-L-fucosyltransferase 2,fucosylation,biological_process
LOC408985,GO:0016021,pteropsin,integral component of membrane,cellular_component
LOC408985,GO:0004930,pteropsin,G protein-coupled receptor activity,molecular_function
LOC408985,GO:0007186,pteropsin,G protein-coupled receptor signaling pathway,biological_process
LOC408985,GO:0016020,pteropsin,membrane,cellular_component
LOC408985,GO:0007165,pteropsin,signal transduction,biological_process
LOC552402,GO:0016020,"synaptogyrin, transcript variant X1",membrane,cellular_component
LOC552402,GO:0016021,"synaptogyrin, transcript variant X1",integral component of membrane,cellular_component
LOC408721,GO:0005509,neurocalcin homolog,calcium ion binding,molecular_function
LOC411288,GO:0007165,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X12",signal transduction,biological_process
LOC411288,GO:0004114,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X12","3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
LOC411288,GO:0008081,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X12",phosphoric diester hydrolase activity,molecular_function
LOC411288,GO:0016787,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X12",hydrolase activity,molecular_function
LOC411288,GO:0046872,"cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X12",metal ion binding,molecular_function
LOC100576169,GO:0016021,uncharacterized LOC100576169,integral component of membrane,cellular_component
LOC100576169,GO:0005515,uncharacterized LOC100576169,protein binding,molecular_function
LOC100576169,GO:0016020,uncharacterized LOC100576169,membrane,cellular_component
LOC102655479,GO:0005515,"putative uncharacterized protein DDB_G0271606, transcript variant X12",protein binding,molecular_function
LOC100578575,GO:0005524,myosin-51,ATP binding,molecular_function
LOC100578575,GO:0016459,myosin-51,myosin complex,cellular_component
LOC100578575,GO:0003774,myosin-51,motor activity,molecular_function
LOC100578575,GO:0003779,myosin-51,actin binding,molecular_function
LOC100578575,GO:0000166,myosin-51,nucleotide binding,molecular_function
GeneID_406100,GO:0005549,odorant binding protein 5,odorant binding,molecular_function
GeneID_406100,GO:0005576,odorant binding protein 5,extracellular region,cellular_component
LOC726735,GO:0008234,"uncharacterized LOC726735, transcript variant X4",cysteine-type peptidase activity,molecular_function
LOC726735,GO:0006508,"uncharacterized LOC726735, transcript variant X4",proteolysis,biological_process
LOC113218765,GO:0016020,uncharacterized LOC113218765,membrane,cellular_component
LOC113218765,GO:0016021,uncharacterized LOC113218765,integral component of membrane,cellular_component
LOC409498,GO:0046872,kinase suppressor of Ras 2,metal ion binding,molecular_function
LOC409498,GO:0005524,kinase suppressor of Ras 2,ATP binding,molecular_function
LOC409498,GO:0035556,kinase suppressor of Ras 2,intracellular signal transduction,biological_process
LOC409498,GO:0004672,kinase suppressor of Ras 2,protein kinase activity,molecular_function
LOC409498,GO:0004674,kinase suppressor of Ras 2,protein serine/threonine kinase activity,molecular_function
LOC409498,GO:0006468,kinase suppressor of Ras 2,protein phosphorylation,biological_process
LOC409498,GO:0000166,kinase suppressor of Ras 2,nucleotide binding,molecular_function
LOC102655824,GO:0003677,uncharacterized LOC102655824,DNA binding,molecular_function
LOC102655824,GO:0006355,uncharacterized LOC102655824,"regulation of transcription, DNA-templated",biological_process
LOC102655824,GO:0000981,uncharacterized LOC102655824,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
LOC102655824,GO:0005634,uncharacterized LOC102655824,nucleus,cellular_component
LOC102655824,GO:0007275,uncharacterized LOC102655824,multicellular organism development,biological_process
LOC102655824,GO:0006357,uncharacterized LOC102655824,regulation of transcription by RNA polymerase II,biological_process
LOC551281,GO:0005737,"snurportin-1, transcript variant X2",cytoplasm,cellular_component
LOC551281,GO:0005634,"snurportin-1, transcript variant X2",nucleus,cellular_component
LOC551281,GO:0061015,"snurportin-1, transcript variant X2",snRNA import into nucleus,biological_process
LOC551281,GO:0003723,"snurportin-1, transcript variant X2",RNA binding,molecular_function
LOC411654,GO:0046872,probable tRNA N6-adenosine threonylcarbamoyltransferase,metal ion binding,molecular_function
LOC411654,GO:0005737,probable tRNA N6-adenosine threonylcarbamoyltransferase,cytoplasm,cellular_component
LOC411654,GO:0005634,probable tRNA N6-adenosine threonylcarbamoyltransferase,nucleus,cellular_component
LOC411654,GO:0061711,probable tRNA N6-adenosine threonylcarbamoyltransferase,N(6)-L-threonylcarbamoyladenine synthase activity,molecular_function
LOC411654,GO:0000408,probable tRNA N6-adenosine threonylcarbamoyltransferase,EKC/KEOPS complex,cellular_component
LOC411654,GO:0002949,probable tRNA N6-adenosine threonylcarbamoyltransferase,tRNA threonylcarbamoyladenosine modification,biological_process
LOC411654,GO:0016740,probable tRNA N6-adenosine threonylcarbamoyltransferase,transferase activity,molecular_function
LOC411654,GO:0008033,probable tRNA N6-adenosine threonylcarbamoyltransferase,tRNA processing,biological_process
LOC411654,GO:0016746,probable tRNA N6-adenosine threonylcarbamoyltransferase,"transferase activity, transferring acyl groups",molecular_function
LOC411654,GO:0016747,probable tRNA N6-adenosine threonylcarbamoyltransferase,"transferase activity, transferring acyl groups other than amino-acyl groups",molecular_function
LOC726977,GO:0009055,"prostaglandin E synthase 2, transcript variant X1",electron transfer activity,molecular_function
LOC726977,GO:0015035,"prostaglandin E synthase 2, transcript variant X1",protein disulfide oxidoreductase activity,molecular_function
LOC726977,GO:0050220,"prostaglandin E synthase 2, transcript variant X1",prostaglandin-E synthase activity,molecular_function
LOC726977,GO:0016020,"prostaglandin E synthase 2, transcript variant X1",membrane,cellular_component
LOC726977,GO:0016021,"prostaglandin E synthase 2, transcript variant X1",integral component of membrane,cellular_component
LOC413369,GO:0046872,uncharacterized LOC413369,metal ion binding,molecular_function
LOC413369,GO:0006801,uncharacterized LOC413369,superoxide metabolic process,biological_process
LOC408349,GO:0016021,mitochondrial inner membrane protein OXA1L,integral component of membrane,cellular_component
LOC408349,GO:0032977,mitochondrial inner membrane protein OXA1L,membrane insertase activity,molecular_function
LOC408349,GO:0016020,mitochondrial inner membrane protein OXA1L,membrane,cellular_component
LOC408349,GO:0090150,mitochondrial inner membrane protein OXA1L,establishment of protein localization to membrane,biological_process
LOC409321,GO:0006355,"mothers against decapentaplegic homolog 4, transcript variant X3","regulation of transcription, DNA-templated",biological_process
LOC409321,GO:0003700,"mothers against decapentaplegic homolog 4, transcript variant X3",DNA-binding transcription factor activity,molecular_function
LOC409321,GO:0005667,"mothers against decapentaplegic homolog 4, transcript variant X3",transcription regulator complex,cellular_component
LOC409321,GO:0007179,"mothers against decapentaplegic homolog 4, transcript variant X3",transforming growth factor beta receptor signaling pathway,biological_process
LOC409321,GO:0005515,"mothers against decapentaplegic homolog 4, transcript variant X3",protein binding,molecular_function
LOC409321,GO:0005737,"mothers against decapentaplegic homolog 4, transcript variant X3",cytoplasm,cellular_component
LOC409321,GO:0005634,"mothers against decapentaplegic homolog 4, transcript variant X3",nucleus,cellular_component
LOC409321,GO:0003677,"mothers against decapentaplegic homolog 4, transcript variant X3",DNA binding,molecular_function
LOC409321,GO:0046872,"mothers against decapentaplegic homolog 4, transcript variant X3",metal ion binding,molecular_function
LOC409793,GO:0046872,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",metal ion binding,molecular_function
LOC409793,GO:0016491,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",oxidoreductase activity,molecular_function
LOC409793,GO:0051537,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial","2 iron, 2 sulfur cluster binding",molecular_function
LOC409793,GO:0055114,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",oxidation-reduction process,biological_process
LOC409793,GO:0051536,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",iron-sulfur cluster binding,molecular_function
LOC412791,GO:0005615,flocculation protein FLO11,extracellular space,cellular_component
LOC412791,GO:0004867,flocculation protein FLO11,serine-type endopeptidase inhibitor activity,molecular_function
LOC412791,GO:0030414,flocculation protein FLO11,peptidase inhibitor activity,molecular_function
LOC412791,GO:0010466,flocculation protein FLO11,negative regulation of peptidase activity,biological_process
LOC412791,GO:0010951,flocculation protein FLO11,negative regulation of endopeptidase activity,biological_process
LOC102656224,GO:0016020,uncharacterized LOC102656224,membrane,cellular_component
LOC102656224,GO:0016021,uncharacterized LOC102656224,integral component of membrane,cellular_component
LOC408367,GO:0008137,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NADH dehydrogenase (ubiquinone) activity,molecular_function
LOC408367,GO:0016651,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","oxidoreductase activity, acting on NAD(P)H",molecular_function
LOC408367,GO:0051539,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","4 iron, 4 sulfur cluster binding",molecular_function
LOC408367,GO:0051287,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NAD binding,molecular_function
LOC408367,GO:0055114,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",oxidation-reduction process,biological_process
LOC408367,GO:0010181,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",FMN binding,molecular_function
LOC408367,GO:0016020,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",membrane,cellular_component
LOC408367,GO:0046872,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",metal ion binding,molecular_function
LOC408367,GO:0051536,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",iron-sulfur cluster binding,molecular_function
LOC408367,GO:0005739,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",mitochondrion,cellular_component
LOC408367,GO:0005743,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",mitochondrial inner membrane,cellular_component
LOC408367,GO:0070469,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",respirasome,cellular_component
LOC409946,GO:0015078,V-type proton ATPase subunit d,proton transmembrane transporter activity,molecular_function
LOC409946,GO:0033179,V-type proton ATPase subunit d,"proton-transporting V-type ATPase, V0 domain",cellular_component
LOC409946,GO:1902600,V-type proton ATPase subunit d,proton transmembrane transport,biological_process
LOC409946,GO:0006811,V-type proton ATPase subunit d,ion transport,biological_process
LOC552437,GO:0016021,"phospholipid phosphatase 6, transcript variant X2",integral component of membrane,cellular_component
